track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,208,20800,car,10,-0.8,0,-1,0,4.37,1.77
1,209,20900,car,10,-0.9,0,-1,0,4.37,1.77
1,210,21000,car,10,-1,0,-1,0,4.37,1.77
1,211,21100,car,10,-1.1,0,-1,0,4.37,1.77
1,212,21200,car,10,-1.2,0,-1,0,4.37,1.77
1,213,21300,car,10,-1.3,0,-1,0,4.37,1.77
1,214,21400,car,10,-1.4,0,-1,0,4.37,1.77
1,215,21500,car,10,-1.5,0,-1,0,4.37,1.77
1,216,21600,car,10,-1.6,0,-1,0,4.37,1.77
1,217,21700,car,10,-1.7,0,-1,0,4.37,1.77
1,218,21800,car,10,-1.8,0,-1,0,4.37,1.77
1,219,21900,car,10,-1.9,0,-1,0,4.37,1.77
1,220,22000,car,10,-2,0,-1,0,4.37,1.77
1,221,22100,car,10,-2.1,0,-1,0,4.37,1.77
1,222,22200,car,10,-2.2,0,-1,0,4.37,1.77
1,223,22300,car,10,-2.3,0,-1,0,4.37,1.77
1,224,22400,car,10,-2.4,0,-1,0,4.37,1.77
1,225,22500,car,10,-2.5,0,-1,0,4.37,1.77
1,226,22600,car,10,-2.6,0,-1,0,4.37,1.77
1,227,22700,car,10,-2.7,0,-1,0,4.37,1.77
1,228,22800,car,10,-2.8,0,-1,0,4.37,1.77
1,229,22900,car,10,-2.9,0,-1,0,4.37,1.77
1,230,23000,car,10,-3,0,-1,0,4.37,1.77
1,231,23100,car,10,-3.1,0,-1,0,4.37,1.77
1,232,23200,car,10,-3.2,0,-1,0,4.37,1.77
1,233,23300,car,10,-3.3,0,-1,0,4.37,1.77
1,234,23400,car,10,-3.4,0,-1,0,4.37,1.77
1,235,23500,car,10,-3.5,0,-1,0,4.37,1.77
1,236,23600,car,10,-3.6,0,-1,0,4.37,1.77
1,237,23700,car,10,-3.7,0,-1,0,4.37,1.77
1,238,23800,car,10,-3.8,0,-1,0,4.37,1.77
1,239,23900,car,10,-3.9,0,-1,0,4.37,1.77
1,240,24000,car,10,-4,0,-1,0,4.37,1.77
1,241,24100,car,10,-4.1,0,-1,0,4.37,1.77
1,242,24200,car,10,-4.2,0,-1,0,4.37,1.77
1,243,24300,car,10,-4.3,0,-1,0,4.37,1.77
1,244,24400,car,10,-4.4,0,-1,0,4.37,1.77
1,245,24500,car,10,-4.5,0,-1,0,4.37,1.77
1,246,24600,car,10,-4.6,0,-1,0,4.37,1.77
1,247,24700,car,10,-4.7,0,-1,0,4.37,1.77
1,248,24800,car,10,-4.8,0,-1,0,4.37,1.77
1,249,24900,car,10,-4.9,0,-1,0,4.37,1.77
1,250,25000,car,10,-5,0,-1,0,4.37,1.77
1,251,25100,car,10,-5.1,0,-1,0,4.37,1.77
1,252,25200,car,10,-5.2,0,-1,0,4.37,1.77
1,253,25300,car,10,-5.3,0,-1,0,4.37,1.77
1,254,25400,car,10,-5.4,0,-1,0,4.37,1.77
1,255,25500,car,10,-5.5,0,-1,0,4.37,1.77
1,256,25600,car,10,-5.6,0,-1,0,4.37,1.77
1,257,25700,car,10,-5.7,0,-1,0,4.37,1.77
1,258,25800,car,10,-5.8,0,-1,0,4.37,1.77
1,259,25900,car,10,-5.9,0,-1,0,4.37,1.77
1,260,26000,car,10,-6,0,-1,0,4.37,1.77
1,261,26100,car,10,-6.1,0,-1,0,4.37,1.77
1,262,26200,car,10,-6.2,0,-1,0,4.37,1.77
1,263,26300,car,10,-6.3,0,-1,0,4.37,1.77
1,264,26400,car,10,-6.4,0,-1,0,4.37,1.77
1,265,26500,car,10,-6.5,0,-1,0,4.37,1.77
1,266,26600,car,10,-6.6,0,-1,0,4.37,1.77
1,267,26700,car,10,-6.7,0,-1,0,4.37,1.77
1,268,26800,car,10,-6.8,0,-1,0,4.37,1.77
1,269,26900,car,10,-6.9,0,-1,0,4.37,1.77
1,270,27000,car,10,-7,0,-1,0,4.37,1.77
1,271,27100,car,10,-7.1,0,-1,0,4.37,1.77
1,272,27200,car,10,-7.2,0,-1,0,4.37,1.77
1,273,27300,car,10,-7.3,0,-1,0,4.37,1.77
1,274,27400,car,10,-7.4,0,-1,0,4.37,1.77
1,275,27500,car,10,-7.5,0,-1,0,4.37,1.77
1,276,27600,car,10,-7.6,0,-1,0,4.37,1.77
1,277,27700,car,10,-7.7,0,-1,0,4.37,1.77
1,278,27800,car,10,-7.8,0,-1,0,4.37,1.77
1,279,27900,car,10,-7.9,0,-1,0,4.37,1.77
1,280,28000,car,10,-8,0,-1,0,4.37,1.77
1,281,28100,car,10,-8.1,0,-1,0,4.37,1.77
1,282,28200,car,10,-8.2,0,-1,0,4.37,1.77
1,283,28300,car,10,-8.3,0,-1,0,4.37,1.77
1,284,28400,car,10,-8.4,0,-1,0,4.37,1.77
1,285,28500,car,10,-8.5,0,-1,0,4.37,1.77
1,286,28600,car,10,-8.6,0,-1,0,4.37,1.77
1,287,28700,car,10,-8.7,0,-1,0,4.37,1.77
1,288,28800,car,10,-8.8,0,-1,0,4.37,1.77
1,289,28900,car,10,-8.9,0,-1,0,4.37,1.77
1,290,29000,car,10,-9,0,-1,0,4.37,1.77
1,291,29100,car,10,-9.1,0,-1,0,4.37,1.77
1,292,29200,car,10,-9.2,0,-1,0,4.37,1.77
1,293,29300,car,10,-9.3,0,-1,0,4.37,1.77
1,294,29400,car,10,-9.4,0,-1,0,4.37,1.77
1,295,29500,car,10,-9.5,0,-1,0,4.37,1.77
1,296,29600,car,10,-9.6,0,-1,0,4.37,1.77
1,297,29700,car,10,-9.7,0,-1,0,4.37,1.77
1,298,29800,car,10,-9.8,0,-1,0,4.37,1.77
1,299,29900,car,10,-9.9,0,-1,0,4.37,1.77
1,300,30000,car,10,-10,0,-1,0,4.37,1.77
1,301,30100,car,10,-10.1,0,-1,0,4.37,1.77
1,302,30200,car,10,-10.2,0,-1,0,4.37,1.77
1,303,30300,car,10,-10.3,0,-1,0,4.37,1.77
1,304,30400,car,10,-10.4,0,-1,0,4.37,1.77
1,305,30500,car,10,-10.5,0,-1,0,4.37,1.77
1,306,30600,car,10,-10.6,0,-1,0,4.37,1.77
1,307,30700,car,10,-10.7,0,-1,0,4.37,1.77
1,308,30800,car,10,-10.8,0,-1,0,4.37,1.77
1,309,30900,car,10,-10.9,0,-1,0,4.37,1.77
1,310,31000,car,10,-11,0,-1,0,4.37,1.77
1,311,31100,car,10,-11.1,0,-1,0,4.37,1.77
1,312,31200,car,10,-11.2,0,-1,0,4.37,1.77
1,313,31300,car,10,-11.3,0,-1,0,4.37,1.77
1,314,31400,car,10,-11.4,0,-1,0,4.37,1.77
1,315,31500,car,10,-11.5,0,-1,0,4.37,1.77
1,316,31600,car,10,-11.6,0,-1,0,4.37,1.77
1,317,31700,car,10,-11.7,0,-1,0,4.37,1.77
1,318,31800,car,10,-11.8,0,-1,0,4.37,1.77
1,319,31900,car,10,-11.9,0,-1,0,4.37,1.77
1,320,32000,car,10,-12,0,-1,0,4.37,1.77
1,321,32100,car,10,-12.1,0,-1,0,4.37,1.77
1,322,32200,car,10,-12.2,0,-1,0,4.37,1.77
1,323,32300,car,10,-12.3,0,-1,0,4.37,1.77
1,324,32400,car,10,-12.4,0,-1,0,4.37,1.77
1,325,32500,car,10,-12.5,0,-1,0,4.37,1.77
1,326,32600,car,10,-12.6,0,-1,0,4.37,1.77
1,327,32700,car,10,-12.7,0,-1,0,4.37,1.77
1,328,32800,car,10,-12.8,0,-1,0,4.37,1.77
1,329,32900,car,10,-12.9,0,-1,0,4.37,1.77
1,330,33000,car,10,-13,0,-1,0,4.37,1.77
1,331,33100,car,10,-13.1,0,-1,0,4.37,1.77
1,332,33200,car,10,-13.2,0,-1,0,4.37,1.77
1,333,33300,car,10,-13.3,0,-1,0,4.37,1.77
1,334,33400,car,10,-13.4,0,-1,0,4.37,1.77
1,335,33500,car,10,-13.5,0,-1,0,4.37,1.77
1,336,33600,car,10,-13.6,0,-1,0,4.37,1.77
1,337,33700,car,10,-13.7,0,-1,0,4.37,1.77
1,338,33800,car,10,-13.8,0,-1,0,4.37,1.77
1,339,33900,car,10,-13.9,0,-1,0,4.37,1.77
1,340,34000,car,10,-14,0,-1,0,4.37,1.77
1,341,34100,car,10,-14.1,0,-1,0,4.37,1.77
1,342,34200,car,10,-14.2,0,-1,0,4.37,1.77
1,343,34300,car,10,-14.3,0,-1,0,4.37,1.77
1,344,34400,car,10,-14.4,0,-1,0,4.37,1.77
1,345,34500,car,10,-14.5,0,-1,0,4.37,1.77
1,346,34600,car,10,-14.6,0,-1,0,4.37,1.77
1,347,34700,car,10,-14.7,0,-1,0,4.37,1.77
1,348,34800,car,10,-14.8,0,-1,0,4.37,1.77
1,349,34900,car,10,-14.9,0,-1,0,4.37,1.77
1,350,35000,car,10,-15,0,-1,0,4.37,1.77
1,351,35100,car,10,-15.1,0,-1,0,4.37,1.77
1,352,35200,car,10,-15.2,0,-1,0,4.37,1.77
1,353,35300,car,10,-15.3,0,-1,0,4.37,1.77
1,354,35400,car,10,-15.4,0,-1,0,4.37,1.77
1,355,35500,car,10,-15.5,0,-1,0,4.37,1.77
1,356,35600,car,10,-15.6,0,-1,0,4.37,1.77
1,357,35700,car,10,-15.7,0,-1,0,4.37,1.77
1,358,35800,car,10,-15.8,0,-1,0,4.37,1.77
1,359,35900,car,10,-15.9,0,-1,0,4.37,1.77
1,360,36000,car,10,-16,0,-1,0,4.37,1.77
1,361,36100,car,10,-16.1,0,-1,0,4.37,1.77
1,362,36200,car,10,-16.2,0,-1,0,4.37,1.77
1,363,36300,car,10,-16.3,0,-1,0,4.37,1.77
1,364,36400,car,10,-16.4,0,-1,0,4.37,1.77
1,365,36500,car,10,-16.5,0,-1,0,4.37,1.77
1,366,36600,car,10,-16.6,0,-1,0,4.37,1.77
1,367,36700,car,10,-16.7,0,-1,0,4.37,1.77
1,368,36800,car,10,-16.8,0,-1,0,4.37,1.77
1,369,36900,car,10,-16.9,0,-1,0,4.37,1.77
1,370,37000,car,10,-17,0,-1,0,4.37,1.77
1,371,37100,car,10,-17.1,0,-1,0,4.37,1.77
1,372,37200,car,10,-17.2,0,-1,0,4.37,1.77
1,373,37300,car,10,-17.3,0,-1,0,4.37,1.77
1,374,37400,car,10,-17.4,0,-1,0,4.37,1.77
1,375,37500,car,10,-17.5,0,-1,0,4.37,1.77
1,376,37600,car,10,-17.6,0,-1,0,4.37,1.77
1,377,37700,car,10,-17.7,0,-1,0,4.37,1.77
1,378,37800,car,10,-17.8,0,-1,0,4.37,1.77
1,379,37900,car,10,-17.9,0,-1,0,4.37,1.77
1,380,38000,car,10,-18,0,-1,0,4.37,1.77
1,381,38100,car,10,-18.1,0,-1,0,4.37,1.77
1,382,38200,car,10,-18.2,0,-1,0,4.37,1.77
1,383,38300,car,10,-18.3,0,-1,0,4.37,1.77
1,384,38400,car,10,-18.4,0,-1,0,4.37,1.77
1,385,38500,car,10,-18.5,0,-1,0,4.37,1.77
1,386,38600,car,10,-18.6,0,-1,0,4.37,1.77
1,387,38700,car,10,-18.7,0,-1,0,4.37,1.77
1,388,38800,car,10,-18.8,0,-1,0,4.37,1.77
1,389,38900,car,10,-18.9,0,-1,0,4.37,1.77
1,390,39000,car,10,-19,0,-1,0,4.37,1.77
1,391,39100,car,10,-19.1,0,-1,0,4.37,1.77
1,392,39200,car,10,-19.2,0,-1,0,4.37,1.77
1,393,39300,car,10,-19.3,0,-1,0,4.37,1.77
1,394,39400,car,10,-19.4,0,-1,0,4.37,1.77
1,395,39500,car,10,-19.5,0,-1,0,4.37,1.77
1,396,39600,car,10,-19.6,0,-1,0,4.37,1.77
1,397,39700,car,10,-19.7,0,-1,0,4.37,1.77
1,398,39800,car,10,-19.8,0,-1,0,4.37,1.77
1,399,39900,car,10,-19.9,0,-1,0,4.37,1.77
1,400,40000,car,10,-20,0,-1,0,4.37,1.77
1,401,40100,car,10,-20.1,0,-1,0,4.37,1.77
1,402,40200,car,10,-20.2,0,-1,0,4.37,1.77
1,403,40300,car,10,-20.3,0,-1,0,4.37,1.77
1,404,40400,car,10,-20.4,0,-1,0,4.37,1.77
1,405,40500,car,10,-20.5,0,-1,0,4.37,1.77
1,406,40600,car,10,-20.6,0,-1,0,4.37,1.77
1,407,40700,car,10,-20.7,0,-1,0,4.37,1.77
1,408,40800,car,10,-20.8,0,-1,0,4.37,1.77
1,409,40900,car,10,-20.9,0,-1,0,4.37,1.77
1,410,41000,car,10,-21,0,-1,0,4.37,1.77
1,411,41100,car,10,-21.1,0,-1,0,4.37,1.77
1,412,41200,car,10,-21.2,0,-1,0,4.37,1.77
1,413,41300,car,10,-21.3,0,-1,0,4.37,1.77
1,414,41400,car,10,-21.4,0,-1,0,4.37,1.77
1,415,41500,car,10,-21.5,0,-1,0,4.37,1.77
1,416,41600,car,10,-21.6,0,-1,0,4.37,1.77
1,417,41700,car,10,-21.7,0,-1,0,4.37,1.77
1,418,41800,car,10,-21.8,0,-1,0,4.37,1.77
1,419,41900,car,10,-21.9,0,-1,0,4.37,1.77
1,420,42000,car,10,-22,0,-1,0,4.37,1.77
1,421,42100,car,10,-22.1,0,-1,0,4.37,1.77
1,422,42200,car,10,-22.2,0,-1,0,4.37,1.77
1,423,42300,car,10,-22.3,0,-1,0,4.37,1.77
1,424,42400,car,10,-22.4,0,-1,0,4.37,1.77
1,425,42500,car,10,-22.5,0,-1,0,4.37,1.77
1,426,42600,car,10,-22.6,0,-1,0,4.37,1.77
1,427,42700,car,10,-22.7,0,-1,0,4.37,1.77
1,428,42800,car,10,-22.8,0,-1,0,4.37,1.77
1,429,42900,car,10,-22.9,0,-1,0,4.37,1.77
1,430,43000,car,10,-23,0,-1,0,4.37,1.77
1,431,43100,car,10,-23.1,0,-1,0,4.37,1.77
1,432,43200,car,10,-23.2,0,-1,0,4.37,1.77
1,433,43300,car,10,-23.3,0,-1,0,4.37,1.77
1,434,43400,car,10,-23.4,0,-1,0,4.37,1.77
1,435,43500,car,10,-23.5,0,-1,0,4.37,1.77
1,436,43600,car,10,-23.6,0,-1,0,4.37,1.77
1,437,43700,car,10,-23.7,0,-1,0,4.37,1.77
1,438,43800,car,10,-23.8,0,-1,0,4.37,1.77
1,439,43900,car,10,-23.9,0,-1,0,4.37,1.77
1,440,44000,car,10,-24,0,-1,0,4.37,1.77
1,441,44100,car,10,-24.1,0,-1,0,4.37,1.77
1,442,44200,car,10,-24.2,0,-1,0,4.37,1.77
1,443,44300,car,10,-24.3,0,-1,0,4.37,1.77
1,444,44400,car,10,-24.4,0,-1,0,4.37,1.77
1,445,44500,car,10,-24.5,0,-1,0,4.37,1.77
1,446,44600,car,10,-24.6,0,-1,0,4.37,1.77
1,447,44700,car,10,-24.7,0,-1,0,4.37,1.77
1,448,44800,car,10,-24.8,0,-1,0,4.37,1.77
1,449,44900,car,10,-24.9,0,-1,0,4.37,1.77
1,450,45000,car,10,-25,0,-1,0,4.37,1.77
1,451,45100,car,10,-25.1,0,-1,0,4.37,1.77
1,452,45200,car,10,-25.2,0,-1,0,4.37,1.77
1,453,45300,car,10,-25.3,0,-1,0,4.37,1.77
1,454,45400,car,10,-25.4,0,-1,0,4.37,1.77
1,455,45500,car,10,-25.5,0,-1,0,4.37,1.77
1,456,45600,car,10,-25.6,0,-1,0,4.37,1.77
1,457,45700,car,10,-25.7,0,-1,0,4.37,1.77
